,drug_name,drug_id,disease_name,disease_id
4220,nafarelin,CHEBI:7445,precocious puberty,MONDO:0000088
4221,paracetamol,CHEBI:46195,Toothache,NCIT:C78640
4222,ulipristal acetate,CHEBI:71025,uterine corpus leiomyoma,MONDO:0007886
4223,diclofenac,CHEBI:47381,frozen shoulder,MONDO:0006763
4224,vinflunine,CHEBI:90241,transitional cell carcinoma,MONDO:0006474
4225,ziprasidone,CHEBI:10119,schizophrenia,MONDO:0005090
4226,mometasone,CHEBI:6970,Pruritus Ani,UMLS:C0033775
4227,amikacin,CHEBI:2637,Proteus pneumonia,UMLS:C1260917
4228,nitrazepam,CHEBI:7581,early myoclonic encephalopathy,MONDO:0016022
4229,clopidogrel,CHEBI:37941,intracranial embolism,MONDO:0006809
4230,ezetimibe,CHEBI:49040,Familial hypercholesterolemia - heterozygous,UMLS:C0342882
4231,amlodipine,CHEBI:2668,hypertensive disorder,MONDO:0005044
4232,terbutaline,CHEBI:9449,Skin Irritation,NCIT:C50743
4233,phenazone,CHEBI:31225,Infective otitis media,UMLS:C0729586
4234,salicylic acid,CHEBI:16914,Pain,HP:0012531
4235,benzalkonium,CHEBI:135611,Allergic otitis externa,UMLS:C1320547
4236,acetylcysteine,CHEBI:28939,bronchiectasis,MONDO:0004822
4237,levodopa,CHEBI:15765,Parkinson disease,MONDO:0005180
4238,citric acid,CHEBI:30769,Cough,HP:0012735
4239,betaxolol,CHEBI:3082,open-angle glaucoma,MONDO:0005338
4240,triamcinolone,CHEBI:9667,Necrobiosis Lipoidica Diabeticorum,UMLS:C0392445
4241,natamycin,CHEBI:7488,Fungal conjunctivitis,UMLS:C0339170
4242,algeldrate,PUBCHEM.COMPOUND:10176082,gastric ulcer,MONDO:0001126
4243,phenylephrine,CHEBI:8093,Sinus headache,UMLS:C0037195
4244,cefuroxime,CHEBI:3515,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
4245,minocycline,CHEBI:50694,bronchitis,MONDO:0003781
4246,ziconotide,CHEBI:142406,Chronic pain,HP:0012532
4247,ceftriaxone,CHEBI:29007,chancroid,MONDO:0001797
4248,trimipramine,CHEBI:9738,depressive disorder,MONDO:0002050
4249,tolnaftate,CHEBI:9620,tinea manuum,MONDO:0001699
4250,mometasone,CHEBI:6970,contact dermatitis,MONDO:0005480
4251,hydralazine,CHEBI:5775,hypertensive disorder,MONDO:0005044
4252,naltrexone,CHEBI:7465,Chronic pain,HP:0012532
4253,phenylephrine,CHEBI:8093,proctitis,MONDO:0005538
4254,methyltestosterone,CHEBI:27436,eunuchism,MONDO:0005758
4255,simvastatin,CHEBI:9150,Familial hypercholesterolemia - heterozygous,UMLS:C0342882
4256,sofosbuvir,CHEBI:85083,Early cirrhosis,UMLS:C1299579
4257,cortisol,CHEBI:5783,Cyclitis,UMLS:C0010543
4258,amphotericin B,CHEBI:2682,Invasive pulmonary aspergillosis,HP:0020103
4259,daptomycin,CHEBI:600103,Right-sided Staphylococcus aureus endocarditis,UMLS:C1960924
4260,ethinylestradiol,CHEBI:4903,postmenopausal atrophic vaginitis,MONDO:0001410
4261,brompheniramine,CHEBI:3183,Rhinorrhea,HP:0031417
4262,vardenafil,CHEBI:46295,erectile dysfunction,MONDO:0005362
4263,minocycline,CHEBI:50694,chancroid,MONDO:0001797
4264,ticarcillin,CHEBI:9587,Sepsis due to Pseudomonas,UMLS:C2887096
4265,dextromethorphan,CHEBI:4470,major depressive disorder,MONDO:0002009
4266,diphenylpyraline,CHEBI:59788,vasomotor rhinitis,MONDO:0006004
4267,terbutaline,CHEBI:9449,dry eye syndrome,MONDO:0006733
4268,promethazine,CHEBI:8461,vasomotor rhinitis,MONDO:0006004
4269,isoniazid,CHEBI:6030,Acute tuberculosis,UMLS:C0275959
4270,phenytoin,CHEBI:8107,epilepsy,MONDO:0005027
4271,colchicine,CHEBI:27882,familial Mediterranean fever,MONDO:0018088
4272,fluoxymesterone,CHEBI:5120,Androgen insufficiency,HP:0008226
4273,ceftibuten,CHEBI:3510,Streptococcal tonsillitis,UMLS:C0275804
4274,palbociclib,CHEBI:85993,Hormone receptor positive malignant neoplasm of breast,UMLS:C1562029
4275,triamcinolone,CHEBI:9667,eye disorder,MONDO:0005328
4276,rivaroxaban,CHEBI:68579,pulmonary embolism,MONDO:0005279
4277,cefmetazole,CHEBI:3489,pneumonia,MONDO:0005249
4278,rifampicin,CHEBI:28077,pulmonary tuberculosis,MONDO:0006052
4279,fenofibrate,CHEBI:5001,hypertriglyceridemia,MONDO:0005347
4280,doxycycline,PUBCHEM.COMPOUND:54671203,Chlamydia trachomatis infection of genital structure,UMLS:C1997322
4281,ampicillin,CHEBI:28971,acute gonococcal cervicitis,MONDO:0001080
4282,norfloxacin,CHEBI:100246,streptococcal pneumonia,MONDO:0005972
4283,ofloxacin,CHEBI:194135,Escherichia coli septicemia,UMLS:C0276088
4284,cortisol,CHEBI:5783,adrenocortical insufficiency,MONDO:0000004
4285,tolnaftate,CHEBI:9620,pityriasis versicolor,MONDO:0005915
4286,thiethylperazine,CHEBI:9544,Nausea and vomiting,HP:0002017
4287,minocycline,CHEBI:50694,Campylobacter fetus infectious disease,MONDO:0040728
4288,thiabendazole,CHEBI:45979,cutaneous larva migrans,MONDO:0018500
4289,ciprofloxacin,CHEBI:100241,Enterobacteriaceae Infections,UMLS:C0014347
4290,norfloxacin,CHEBI:100246,Klebsiella cystitis,UMLS:C0520775
4291,perazine,CHEBI:59118,ascariasis,MONDO:0005654
4292,betamethasone,CHEBI:3077,miliary tuberculosis,MONDO:0005848
4293,icatibant,CHEBI:68556,hereditary angioedema,MONDO:0019623
4294,methyldopate,CHEBI:94761,hypertensive disorder,MONDO:0005044
4295,dopamine,CHEBI:18243,hypotensive disorder,MONDO:0005468
4296,norfloxacin,CHEBI:100246,Abdominal Abscess,UMLS:C0243001
4297,piperacillin,CHEBI:8232,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
4298,vancomycin,CHEBI:28001,Bacterial sepsis,UMLS:C0684256
4299,selinexor,CHEBI:229764,Relapse multiple myeloma,UMLS:C2349261
4300,levofloxacin,CHEBI:63598,staphylococcus aureus infection,MONDO:0005545
4301,lovastatin,CHEBI:40303,arteriosclerosis disorder,MONDO:0002277
4302,methylprednisolone,CHEBI:6888,Transplanted organ rejection,UMLS:C0345468
4303,cefpodoxime,CHEBI:3504,Gonorrhea of rectum,UMLS:C0275665
4304,cortisol,CHEBI:5783,blepharoconjunctivitis,MONDO:0002307
4305,bosentan,CHEBI:51450,pulmonary arterial hypertension,MONDO:0015924
4306,cefalotin,CHEBI:124991,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
4307,clomipramine,CHEBI:47780,obsessive-compulsive disorder,MONDO:0008114
4308,trovafloxacin,CHEBI:9763,bacterial urinary tract infection,MONDO:0005247
4309,danazol,CHEBI:4315,endometriosis,MONDO:0005133
4310,paracetamol,CHEBI:46195,Flu-Like Symptoms,NCIT:C78302
4311,methylprednisolone,CHEBI:6888,miliary tuberculosis,MONDO:0005848
4312,cephradine,CHEBI:3547,Acute otitis media,HP:0000371
4313,cyclizine,CHEBI:3994,common cold,MONDO:0005709
4314,ofloxacin,CHEBI:194135,Infective cystitis,UMLS:C0600041
4315,abiraterone acetate,CHEBI:68639,prostate cancer,MONDO:0008315
4316,triamcinolone,CHEBI:9667,thyroiditis,MONDO:0004126
4317,sulindac,CHEBI:9352,gout,MONDO:0005393
4318,N-methyl scopolamine,CHEBI:135361,irritable bowel syndrome,MONDO:0005052
4319,demeclocycline,UNII:5R5W9ICI6O,acute gonococcal cervicitis,MONDO:0001080
4320,cefotaxime,CHEBI:94427,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
4321,amphotericin B,CHEBI:2682,ornithosis,MONDO:0005888
4322,vincristine,CHEBI:28445,diffuse large B-cell lymphoma,MONDO:0018905
4323,trovafloxacin,CHEBI:9763,Pneumonia caused by Pseudomonas,UMLS:C0155860
4324,tazobactam,CHEBI:9421,appendicitis,MONDO:0005649
4325,dapagliflozin,CHEBI:85078,type 1 diabetes mellitus,MONDO:0005147
4326,betamethasone,CHEBI:3077,Chronic small plaque psoriasis,UMLS:C0406317
4327,loracarbef,CHEBI:47544,Upper Respiratory Infections,UMLS:C0041912
4328,sulbactam,CHEBI:9321,staphylococcus aureus infection,MONDO:0005545
4329,lomefloxacin,CHEBI:116278,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
4330,aripiprazole lauroxil,CHEBI:90930,schizophrenia,MONDO:0005090
4331,cortisol,CHEBI:5783,psoriatic arthritis,MONDO:0011849
4332,clobetasol propionate,CHEBI:31414,Chronic small plaque psoriasis,UMLS:C0406317
4333,icosapent,CHEBI:84883,hyperlipidemia,MONDO:0021187
4334,felbamate,CHEBI:4995,Lennox-Gastaut syndrome,MONDO:0016532
4335,trimethoprim,CHEBI:45924,Acute exacerbation of chronic bronchitis,UMLS:C0856695
4336,dibucaine,CHEBI:247956,Pruritus,HP:0000989
4337,amcinonide,CHEBI:31199,"dermatitis, atopic",MONDO:0011292
4338,betamethasone,CHEBI:3077,nephrotic syndrome,MONDO:0005377
4339,porfimer,PUBCHEM.COMPOUND:137321858,non-small cell lung carcinoma,MONDO:0005233
4340,nafcillin,CHEBI:7447,staphylococcal pneumonia,MONDO:0005970
4341,metronidazole,CHEBI:6909,bacterial endocarditis,MONDO:0006669
4342,cephalexin,CHEBI:3534,prostatitis,MONDO:0005280
4343,oxaprozin,CHEBI:7822,osteoarthritis,MONDO:0005178
4344,cladribine,CHEBI:567361,relapsing-remitting multiple sclerosis,MONDO:0005314
4345,mycophenolate mofetil,CHEBI:8764,graft versus host disease,MONDO:0013730
4346,clonidine,CHEBI:3757,"attention deficit hyperactivity disorder, inattentive type",MONDO:0005302
4347,oxytetracycline,CHEBI:133011,stomatitis,MONDO:0004842
4348,ceftizoxime,CHEBI:553473,Bacterial urinary infection,UMLS:C0729524
4349,trovafloxacin,CHEBI:9763,Female pelvic cellulitis,UMLS:C0349734
4350,pramocaine,CHEBI:8357,Dry skin,HP:0000958
4351,carisoprodol,CHEBI:3419,Spasticity,HP:0001257
4352,cortisol,CHEBI:5783,ankylosing spondylitis,MONDO:0005306
4353,phenylephrine,CHEBI:8093,common cold,MONDO:0005709
4354,cefepime,CHEBI:478164,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
4355,loteprednol etabonate,CHEBI:31784,Corneal perforation,HP:0100583
4356,sulfasalazine,CHEBI:9334,ulcerative colitis,MONDO:0005101
4357,albendazole,CHEBI:16664,Echinococcus granulosus infection of liver,UMLS:C0153289
4358,acebutolol,CHEBI:2379,hypertensive disorder,MONDO:0005044
4359,pilocarpine,CHEBI:8207,ocular hypertension,MONDO:0006875
4360,tetracycline,CHEBI:27902,bacterial urinary tract infection,MONDO:0005247
4361,paclitaxel,CHEBI:45863,Kaposi's sarcoma,MONDO:0005055
4362,atropine,CHEBI:91877,Dysuria,HP:0100518
4363,ceftriaxone,CHEBI:29007,streptococcal pneumonia,MONDO:0005972
4364,fluoxymesterone,CHEBI:5120,cryptorchidism,MONDO:0009047
4365,diltiazem,CHEBI:101278,Prinzmetal angina,MONDO:0006021
4366,lithium carbonate,PUBCHEM.COMPOUND:11125,Dysmenorrhea,HP:0100607
4367,tolazoline,CHEBI:28502,vascular disorder,MONDO:0005385
4368,ciprofloxacin,CHEBI:100241,acute gonococcal cervicitis,MONDO:0001080
4369,cefapirin,CHEBI:554446,escherichia coli infection,MONDO:0020920
4370,cefamandole,CHEBI:3480,peritonitis,MONDO:0004522
4371,doxycycline,PUBCHEM.COMPOUND:54671203,Gonorrhea of pharynx,UMLS:C0149966
4372,caspofungin,CHEBI:474180,candidemia,MONDO:0044070
4373,adefovir dipivoxil,CHEBI:2469,chronic hepatitis B virus infection,MONDO:0005366
4374,melphalan,CHEBI:28876,plasma cell myeloma,MONDO:0009693
4375,prednisolone,CHEBI:8378,pemphigus,MONDO:0006594
4376,drospirenone,CHEBI:50838,Hot flashes,HP:0031217
4377,pemoline,CHEBI:7953,"attention deficit hyperactivity disorder, inattentive type",MONDO:0005302
4378,amphotericin B,CHEBI:2682,bronchitis,MONDO:0003781
4379,ofloxacin,CHEBI:194135,prostatitis,MONDO:0005280
4380,prasugrel,CHEBI:87715,acute coronary syndrome,MONDO:0005542
4381,butenafine,CHEBI:3238,tinea pedis,MONDO:0005984
4382,nitrofurantoin,CHEBI:71415,Klebsiella cystitis,UMLS:C0520775
4383,phenobarbital,CHEBI:8069,Focal aware seizure,HP:0002349
4384,ceftriaxone,CHEBI:29007,Abdominal Infection,UMLS:C1112209
4385,pravastatin,CHEBI:63618,arteriosclerosis disorder,MONDO:0002277
4386,levofloxacin,CHEBI:63598,pyelonephritis,MONDO:0006939
4387,dapagliflozin,CHEBI:85078,chronic kidney disease,MONDO:0005300
4388,fluvastatin,CHEBI:38561,arteriosclerosis disorder,MONDO:0002277
4389,simvastatin,CHEBI:9150,homozygous familial hypercholesterolemia,MONDO:0018328
4390,regorafenib,CHEBI:68647,hepatocellular carcinoma,MONDO:0007256
4391,mexiletine,CHEBI:6916,Ventricular arrhythmia,HP:0004308
4392,mezlocillin,CHEBI:6919,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
4393,cetirizine,CHEBI:3561,allergic rhinitis,MONDO:0011786
4394,fluticasone,CHEBI:5134,seborrheic dermatitis,MONDO:0006608
4395,daclatasvir,CHEBI:82977,chronic hepatitis C virus infection,MONDO:0005354
4396,niraparib,CHEBI:176844,malignant epithelial tumor of ovary,MONDO:0018364
4397,triamcinolone,CHEBI:9667,bursitis,MONDO:0002471
4398,neostigmine,CHEBI:7514,myasthenia gravis,MONDO:0009688
4399,azlocillin,CHEBI:2956,Serratia Infections,UMLS:C0085394
4400,tolmetin,CHEBI:71941,osteoarthritis,MONDO:0005178
4401,ofloxacin,CHEBI:194135,Proteus pneumonia,UMLS:C1260917
4402,triamcinolone,CHEBI:9667,Pruritus Ani,UMLS:C0033775
4403,cortisol,CHEBI:5783,Herpes zoster keratitis,UMLS:C1275687
4404,brompheniramine,CHEBI:3183,urticaria,MONDO:0005492
4405,aripiprazole,CHEBI:31236,Bipolar disorder in remission,UMLS:C0270425
4406,dihydrotachysterol,CHEBI:4591,Hypocalcemia,HP:0002901
4407,lidocaine,CHEBI:6456,Pediculus humanus capitis infestation,MONDO:0003471
4408,carbinoxamine,CHEBI:3398,Pruritus,HP:0000989
4409,ticarcillin,CHEBI:9587,Serratia Infections,UMLS:C0085394
4410,pseudoephedrine,CHEBI:51209,atopic conjunctivitis,MONDO:0005642
4411,aliskiren,CHEBI:601027,hypertensive disorder,MONDO:0005044
4412,prednisolone,CHEBI:8378,Sjogren syndrome,MONDO:0010030
4413,minocycline,CHEBI:50694,yaws,MONDO:0006019
4414,perindopril,CHEBI:8024,hypertensive disorder,MONDO:0005044
4415,liraglutide,CHEBI:71193,type 2 diabetes mellitus,MONDO:0005148
4416,colchicine,CHEBI:27882,cardiovascular disorder,MONDO:0004995
4417,imipenem,CHEBI:471744,Bacterial sepsis,UMLS:C0684256
4418,trimethoprim,CHEBI:45924,blepharoconjunctivitis,MONDO:0002307
4419,clopidogrel,CHEBI:37941,atrial fibrillation,MONDO:0004981
4420,loratadine,CHEBI:6538,chronic idiopathic urticaria,MONDO:0044212
4421,triamcinolone,CHEBI:9667,nephrotic syndrome,MONDO:0005377
4422,ziconotide,CHEBI:142406,Pain in spine,UMLS:C0423673
4423,amitriptyline,CHEBI:2666,mixed anxiety and depressive disorder,MONDO:0041086
4424,gatifloxacin,CHEBI:5280,Proteus urinary tract infection,UMLS:C0577709
4425,triamcinolone,CHEBI:9667,tendinitis,MONDO:0004857
4426,methylprednisolone,CHEBI:6888,Post traumatic osteoarthritis,UMLS:C2894027
4427,levofloxacin,CHEBI:63598,Acute exacerbation of chronic bronchitis,UMLS:C0856695
4428,fluoxetine,CHEBI:5118,bulimia nervosa,MONDO:0005452
4429,isosorbide dinitrate,CHEBI:6061,congestive heart failure,MONDO:0005009
4430,ketorolac,CHEBI:6129,Severe pain,UMLS:C0278140
4431,aztreonam,CHEBI:94511,Serratia Infections,UMLS:C0085394
4432,ferric citrate,PUBCHEM.COMPOUND:61300,iron deficiency anemia,MONDO:0001356
4433,bosutinib,CHEBI:39112,"blast phase chronic myelogenous leukemia, BCR-ABL1 positive",MONDO:0006115
4434,norfloxacin,CHEBI:100246,Infective otitis media,UMLS:C0729586
4435,linezolid,CHEBI:63607,Group A Streptococcal Infections,UMLS:C0554628
4436,clarithromycin,CHEBI:3732,pneumonia caused by chlamydia,MONDO:0025598
4437,moxifloxacin,CHEBI:63611,pneumonia caused by chlamydia,MONDO:0025598
4438,loratadine,CHEBI:6538,Sneeze,HP:0025095
4439,piperacillin,CHEBI:8232,arthropathy,MONDO:0006816
4440,tafamidis,CHEBI:78538,"Familial Amyloid Neuropathy, Portuguese Type",UMLS:C0268384
4441,phenprocoumon,CHEBI:50438,thrombotic disease,MONDO:0000831
4442,antazoline,CHEBI:84115,Rhinorrhea,HP:0031417
4443,enoxacin,CHEBI:157175,gonorrhea,MONDO:0004277
4444,captopril,CHEBI:3380,hypertensive disorder,MONDO:0005044
4445,bleomycin,CHEBI:3139,FIGO stage finding for vulvar carcinoma,UMLS:C1272826
4446,amikacin,CHEBI:2637,bacterial meningitis,MONDO:0006670
4447,enzalutamide,CHEBI:68534,Metastasis from malignant tumor of prostate,UMLS:C1282496
4448,estradiol valerate,CHEBI:16469,postmenopausal atrophic vaginitis,MONDO:0001410
4449,methylprednisolone,CHEBI:6888,erythema multiforme,MONDO:0006545
4450,ivacaftor,CHEBI:66901,Pulmonary Cystic Fibrosis,UMLS:C0392164
4451,delavirdine,CHEBI:119573,HIV infectious disease,MONDO:0005109
4452,mesalazine,CHEBI:6775,ulcerative colitis,MONDO:0005101
4453,cefepime,CHEBI:478164,streptococcal pneumonia,MONDO:0005972
4454,fluocinolone acetonide,CHEBI:5108,granuloma annulare,MONDO:0006554
4455,norfloxacin,CHEBI:100246,Acute bacterial sinusitis,UMLS:C0275556
4456,anagrelide,CHEBI:142290,essential thrombocythemia,MONDO:0005029
4457,drospirenone,CHEBI:50838,Premenstrual Dysphoric Disorder,UMLS:C0520676
4458,dexpanthenol,CHEBI:27373,gastroparesis,MONDO:0006769
4459,betamethasone,CHEBI:3077,exanthem,MONDO:0006547
4460,fenofibrate,CHEBI:5001,hypoalphalipoproteinemia,MONDO:0017773
4461,carbinoxamine,CHEBI:3398,Rhinorrhea,HP:0031417
4462,carbenicillin,CHEBI:3393,prostatitis,MONDO:0005280
4463,desonide,CHEBI:204734,Chronic small plaque psoriasis,UMLS:C0406317
4464,desonide,CHEBI:204734,allergic rhinitis,MONDO:0011786
4465,diphenhydramine,CHEBI:4636,insomnia,MONDO:0013600
4466,ceftriaxone,CHEBI:29007,escherichia coli infection,MONDO:0020920
4467,quetiapine,CHEBI:8707,Bipolar disorder in remission,UMLS:C0270425
4468,demeclocycline,UNII:5R5W9ICI6O,Rocky mountain spotted fever,MONDO:0019359
4469,fenfluramine,CHEBI:5000,obesity disorder,MONDO:0011122
4470,triamcinolone,CHEBI:9667,dermatitis herpetiformis,MONDO:0015614
4471,cefaclor,CHEBI:3478,Acute bacterial bronchitis,UMLS:C0339933
4472,ticarcillin,CHEBI:9587,Bacterial urinary infection,UMLS:C0729524
4473,leflunomide,CHEBI:6402,rheumatoid arthritis,MONDO:0008383
4474,betamethasone,CHEBI:3077,synovitis,MONDO:0002400
4475,betamethasone,CHEBI:3077,autoimmune disease,MONDO:0007179
4476,tazobactam,CHEBI:9421,Haemophilus influenzae pneumonia,UMLS:C0276026
4477,amcinonide,CHEBI:31199,discoid lupus erythematosus,MONDO:0019558
4478,diloxanide furoate,CHEBI:4601,amebiasis,MONDO:0005644
4479,binimetinib,CHEBI:145371,Malignant melanoma with BRAF V600E mutation,UMLS:C5394779
4480,verteporfin,UNII:0X9PA28K43,Ocular histoplasmosis syndrome,UMLS:C1562543
4481,sumatriptan,CHEBI:10650,cluster headache syndrome,MONDO:0043537
4482,amoxicillin,CHEBI:2676,Acute exacerbation of chronic bronchitis,UMLS:C0856695
4483,triamcinolone,CHEBI:9667,canker sore,MONDO:0005318
4484,ceftizoxime,CHEBI:553473,meningitis,MONDO:0021108
4485,pyrantel,CHEBI:8654,Mixed intestinal infection caused by Cestoda and/or Trematoda and/or Phylum Nemata,UMLS:C0153303
4486,acrivastine,CHEBI:83168,allergic rhinitis,MONDO:0011786
4487,clocortolone pivalate,CHEBI:59582,Pruritus of genital organs,UMLS:C0033777
4488,dexbrompheniramine,CHEBI:59269,urticaria,MONDO:0005492
4489,triamcinolone,CHEBI:9667,keloid,MONDO:0005348
4490,cefotaxime,CHEBI:94427,Female genital tract infection,UMLS:C1263758
4491,isosorbide mononitrate,CHEBI:6060,ocular hypertension,MONDO:0006875
4492,icosapent,CHEBI:84883,hypertriglyceridemia,MONDO:0005347
4493,codeine,CHEBI:16714,Tension-type headache,HP:0012228
4494,clocortolone pivalate,CHEBI:59582,Psoriasis of scalp,UMLS:C0406326
4495,tafenoquine,CHEBI:135752,malaria,MONDO:0005136
4496,ceftizoxime,CHEBI:553473,streptococcal meningitis,MONDO:0001316
4497,ampicillin,CHEBI:28971,Escherichia coli meningitis,MONDO:0006753
4498,cephalexin,CHEBI:3534,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
4499,ticarcillin,CHEBI:9587,pleural empyema,MONDO:0018667
4500,aminosalicylic acid,CHEBI:27565,Acute tuberculosis,UMLS:C0275959
4501,minocycline,CHEBI:50694,bacterial urinary tract infection,MONDO:0005247
4502,glycine,CHEBI:15428,rhinitis,MONDO:0003014
4503,cefepime,CHEBI:478164,Bacterial peritonitis,UMLS:C0341503
4504,benzatropine,CHEBI:3048,Abnormality of extrapyramidal motor function,HP:0002071
4505,gatifloxacin,CHEBI:5280,staphylococcal pneumonia,MONDO:0005970
4506,milrinone,CHEBI:50693,Decompensated cardiac failure,UMLS:C0581377
4507,loteprednol etabonate,CHEBI:31784,Ocular Rosacea,UMLS:C0406486
4508,ceftriaxone,CHEBI:29007,arthropathy,MONDO:0006816
4509,carmustine,CHEBI:3423,non-Hodgkin lymphoma,MONDO:0018908
4510,formoterol,CHEBI:5147,chronic bronchitis,MONDO:0005607
4511,methylprednisolone,CHEBI:6888,skin disorder,MONDO:0005093
4512,bitolterol,CHEBI:3133,pulmonary emphysema,MONDO:0004849
4513,norfloxacin,CHEBI:100246,Infective cystitis,UMLS:C0600041
4514,sibutramine,CHEBI:9137,obesity disorder,MONDO:0011122
4515,sulfisoxazole,CHEBI:102484,inclusion conjunctivitis,MONDO:0005808
4516,PGE1,CHEBI:15544,aorta coarctation,MONDO:0007345
4517,loxoprofen,CHEBI:76172,rheumatoid arthritis,MONDO:0008383
4518,mithramycin,CHEBI:31856,testicular cancer,MONDO:0005447
4519,sufinpyrazone,CHEBI:9342,Chronic gouty arthritis,UMLS:C0268108
4520,doxycycline,PUBCHEM.COMPOUND:54671203,cutaneous anthrax,MONDO:0004215
4521,(-)-menthol,CHEBI:15409,Back pain,HP:0003418
4522,prednisolone,CHEBI:8378,multiple sclerosis,MONDO:0005301
4523,ceftriaxone,CHEBI:29007,osteomyelitis,MONDO:0005246
4524,lithium citrate,CHEBI:16947,bipolar disorder,MONDO:0004985
4525,lopinavir,CHEBI:31781,HIV infectious disease,MONDO:0005109
4526,penicillamine,CHEBI:7959,cystinuria,MONDO:0009067
4527,imipenem,CHEBI:471744,escherichia coli infection,MONDO:0020920
4528,furosemide,CHEBI:47426,Acute pulmonary edema,UMLS:C0155919
4529,fentanyl,CHEBI:119915,"Postoperative Pain, Acute",UMLS:C2215257
4530,azlocillin,CHEBI:2956,Pneumonia caused by Escherichia coli,UMLS:C0276089
4531,nicotinyl alcohol,CHEBI:45213,Meniere disease,MONDO:0007972
4532,propranolol,CHEBI:8499,Supraventricular tachycardia,HP:0004755
4533,cefamandole,CHEBI:3480,Klebsiella cystitis,UMLS:C0520775
4534,azithromycin,CHEBI:2955,Acute bacterial sinusitis,UMLS:C0275556
4535,prednisolone,CHEBI:8378,musculoskeletal system disorder,MONDO:0002081
4536,nintedanib,UNII:G6HRD2P839,interstitial lung disease,MONDO:0015925
4537,ofloxacin,CHEBI:194135,rhinoscleroma,MONDO:0005945
4538,valsartan,CHEBI:9927,congestive heart failure,MONDO:0005009
4539,selumetinib,CHEBI:90227,neurofibromatosis 1,DOID:0111253
4540,olodaterol,CHEBI:82700,chronic obstructive pulmonary disease,MONDO:0005002
