,drug_name,drug_id,disease_name,disease_id
2445,ampicillin,CHEBI:28971,pneumococcal meningitis,MONDO:0006913
2446,betamethasone,CHEBI:3077,congenital adrenal hyperplasia,MONDO:0018479
2447,azlocillin,CHEBI:2956,aspiration pneumonia,MONDO:0000265
2448,thiethylperazine,CHEBI:9544,Vomiting,HP:0002013
2449,triamcinolone,CHEBI:9667,granuloma annulare,MONDO:0006554
2450,paracetamol,CHEBI:46195,Arthralgia,HP:0002829
2451,docetaxel,CHEBI:4672,gastric cancer,MONDO:0001056
2452,losartan,CHEBI:6541,hypertensive disorder,MONDO:0005044
2453,cefpodoxime,CHEBI:3504,Acute gonococcal urethritis,UMLS:C0275652
2454,pantoprazole,CHEBI:7915,peptic ulcer disease,MONDO:0004247
2455,tetracycline,CHEBI:27902,Rocky mountain spotted fever,MONDO:0019359
2456,piperacillin,CHEBI:8232,Urinary tract infection caused by Klebsiella,UMLS:C4076057
2457,dyphylline,CHEBI:4728,pulmonary emphysema,MONDO:0004849
2458,pemetrexed,CHEBI:63616,non-small cell lung carcinoma,MONDO:0005233
2459,chlorothiazide,CHEBI:3640,hypertensive disorder,MONDO:0005044
2460,diazepam,CHEBI:49575,alcohol withdrawal,MONDO:0005433
2461,rifampicin,CHEBI:28077,Meningococcus carrier,UMLS:C0421162
2462,tazobactam,CHEBI:9421,staphylococcus aureus infection,MONDO:0005545
2463,labetalol,CHEBI:167638,hypertensive disorder,MONDO:0005044
2464,brimonidine (UK14304),CHEBI:3175,open-angle glaucoma,MONDO:0005338
2465,cortisol,CHEBI:5783,dermatitis herpetiformis,MONDO:0015614
2466,cyproheptadine,CHEBI:4046,Sneeze,HP:0025095
2467,saquinavir,CHEBI:63621,HIV infectious disease,MONDO:0005109
2468,mechlorethamine,CHEBI:28925,lung cancer,MONDO:0008903
2469,ciprofloxacin,CHEBI:100241,escherichia coli infection,MONDO:0020920
2470,piperacillin,CHEBI:8232,Hospital acquired pneumonia,UMLS:C0949083
2471,ramipril,CHEBI:8774,stroke disorder,MONDO:0005098
2472,melatonin,CHEBI:16796,insomnia,MONDO:0013600
2473,teniposide,CHEBI:75988,acute lymphoblastic leukemia,MONDO:0004967
2474,cefpodoxime,CHEBI:3504,Acute otitis media,HP:0000371
2475,cortisol,CHEBI:5783,Pruritus of genital organs,UMLS:C0033777
2476,distigmine,CHEBI:80756,myasthenia gravis,MONDO:0009688
2477,doxylamine,CHEBI:51380,Nasal congestion,HP:0001742
2478,triamcinolone,CHEBI:9667,tenosynovitis,MONDO:0004855
2479,norfloxacin,CHEBI:100246,Chlamydial pelvic inflammatory disease,UMLS:C0520777
2480,aztreonam,CHEBI:94511,Recurrent lower respiratory tract infections,HP:0002783
2481,mebendazole,CHEBI:6704,trichuriasis,MONDO:0005996
2482,norfloxacin,CHEBI:100246,bronchitis,MONDO:0003781
2483,carbamazepine,CHEBI:3387,focal epilepsy,MONDO:0005384
2484,oritavancin,CHEBI:82699,Streptococcal infection of skin,UMLS:C1274355
2485,pyrimethamine,CHEBI:8673,Toxoplasmosis associated with acquired immunodeficiency syndrome,UMLS:C1720498
2486,ganciclovir,CHEBI:465284,cytomegalovirus retinitis,MONDO:0000878
2487,enalapril,CHEBI:4784,congestive heart failure,MONDO:0005009
2488,amphotericin B,CHEBI:2682,Diaper Rash,UMLS:C0011974
2489,desonide,CHEBI:204734,discoid lupus erythematosus,MONDO:0019558
2490,beclometasone,CHEBI:3001,vasomotor rhinitis,MONDO:0006004
2491,sulbactam,CHEBI:9321,Abdominal Infection,UMLS:C1112209
2492,paclitaxel,CHEBI:45863,non-small cell lung carcinoma,MONDO:0005233
2493,apomorphine,CHEBI:48538,Parkinson disease,MONDO:0005180
2494,indomethacin,CHEBI:49662,ankylosing spondylitis,MONDO:0005306
2495,ibuprofen,CHEBI:5855,"Postoperative Pain, Acute",UMLS:C2215257
2496,magnesium sulfate,PUBCHEM.COMPOUND:24083,constipation disorder,MONDO:0002203
2497,codeine,CHEBI:16714,Cough,HP:0012735
2498,eslicarbazepine,CHEBI:87016,focal epilepsy,MONDO:0005384
2499,prednisolone,CHEBI:8378,brain edema,MONDO:0006684
2500,triamcinolone,CHEBI:9667,asthma,MONDO:0004979
2501,fluticasone,CHEBI:5134,chronic bronchitis,MONDO:0005607
2502,flumethasone pivalate,CHEBI:31620,exanthem,MONDO:0006547
2503,methdilazine,CHEBI:6823,Pruritus,HP:0000989
2504,amlodipine,CHEBI:2668,Angina pectoris,HP:0001681
2505,cefuroxime,CHEBI:3515,Group A Streptococcal Infections,UMLS:C0554628
2506,sertindole,CHEBI:9122,schizophrenia,MONDO:0005090
2507,probucol,CHEBI:8427,Hypercholesterolemia,HP:0003124
2508,zinc acetate,PUBCHEM.COMPOUND:11192,otitis externa,MONDO:0004795
2509,candesartan,CHEBI:3347,hypertensive disorder,MONDO:0005044
2510,tranexamic acid,CHEBI:48669,endometriosis,MONDO:0005133
2511,clotrimazole,CHEBI:3764,vulvovaginal candidiasis,MONDO:0006014
2512,fluticasone,CHEBI:5134,discoid lupus erythematosus,MONDO:0019558
2513,doxepin,CHEBI:4710,depressive disorder,MONDO:0002050
2514,azithromycin,CHEBI:2955,Bacterial otitis media,UMLS:C1698510
2515,D-serine,CHEBI:16523,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
2516,flibanserin,CHEBI:90865,hypoactive sexual desire disorder,MONDO:0001821
2517,amphotericin B,CHEBI:2682,stomatitis,MONDO:0004842
2518,naltrexone,CHEBI:7465,Severe pain,UMLS:C0278140
2519,cefalotin,CHEBI:124991,Bacterial sepsis,UMLS:C0684256
2520,imatinib,CHEBI:45783,"blast phase chronic myelogenous leukemia, BCR-ABL1 positive",MONDO:0006115
2521,benzatropine,CHEBI:3048,postencephalitic Parkinson disease,MONDO:0001945
2522,carboprost,CHEBI:3403,pregnancy disorder with abortive outcome,MONDO:0041526
2523,prednisone,CHEBI:8382,adrenogenital syndrome,MONDO:0015898
2524,norfloxacin,CHEBI:100246,Female genital tract infection,UMLS:C1263758
2525,ceftizoxime,CHEBI:553473,rhinoscleroma,MONDO:0005945
2526,lesinurad,CHEBI:90929,Hyperuricemia,HP:0002149
2527,primidone,CHEBI:8412,Bipolar disorder in remission,UMLS:C0270425
2528,zinc acetate,PUBCHEM.COMPOUND:11192,exanthem,MONDO:0006547
2529,nalbuphine,CHEBI:7454,Pain,HP:0012531
2530,betahistine,CHEBI:35677,Meniere disease,MONDO:0007972
2531,pseudoephedrine,CHEBI:51209,headache disorder,MONDO:0021146
2532,desoximetasone,CHEBI:691037,contact dermatitis,MONDO:0005480
2533,cefoxitin,CHEBI:209807,endometritis,MONDO:0000918
2534,cefixime,CHEBI:93248,Infective otitis media,UMLS:C0729586
2535,perazine,CHEBI:59118,schizophrenia,MONDO:0005090
2536,thiethylperazine,CHEBI:9544,Nausea,HP:0002018
2537,cortisol,CHEBI:5783,Bacterial keratitis,UMLS:C0854211
2538,azithromycin,CHEBI:2955,staphylococcus aureus infection,MONDO:0005545
2539,cefoxitin,CHEBI:209807,staphylococcus aureus infection,MONDO:0005545
2540,bethanechol,CHEBI:3084,Urinary retention,HP:0000016
2541,ampicillin,CHEBI:28971,bacterial endocarditis,MONDO:0006669
2542,cefepime,CHEBI:478164,Group A Streptococcal Infections,UMLS:C0554628
2543,atenolol,CHEBI:2904,hypertensive disorder,MONDO:0005044
2544,proglumetacin,CHEBI:76263,rheumatoid arthritis,MONDO:0008383
2545,ethinylestradiol,CHEBI:4903,postmenopausal osteoporosis,MONDO:0008159
2546,cefixime,CHEBI:93248,Acute exacerbation of chronic bronchitis,UMLS:C0856695
2547,ofloxacin,CHEBI:194135,Mycoplasma pneumoniae pneumonia,MONDO:0005867
2548,fluorometholone,CHEBI:31625,iritis,MONDO:0006814
2549,betamethasone,CHEBI:3077,tenosynovitis,MONDO:0004855
2550,methylprednisolone,CHEBI:6888,adrenogenital syndrome,MONDO:0015898
2551,desonide,CHEBI:204734,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
2552,diclofenac,CHEBI:47381,tenosynovitis,MONDO:0004855
2553,amikacin,CHEBI:2637,Pneumonia caused by Escherichia coli,UMLS:C0276089
2554,dexibuprofen,CHEBI:43415,juvenile idiopathic arthritis,MONDO:0011429
2555,irbesartan,CHEBI:5959,hypertensive disorder,MONDO:0005044
2556,ceftizoxime,CHEBI:553473,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
2557,naproxen,CHEBI:7476,Myalgia,HP:0003326
2558,prednisone,CHEBI:8382,juvenile idiopathic arthritis,MONDO:0011429
2559,sulfamethoxazole,CHEBI:9332,Bacterial urinary infection,UMLS:C0729524
2560,bunolol,CHEBI:6438,open-angle glaucoma,MONDO:0005338
2561,fenofibrate,CHEBI:5001,Hypercholesterolemia,HP:0003124
2562,ciprofloxacin,CHEBI:100241,Pseudomonas aeruginosa infectious disease,MONDO:0040732
2563,ibuprofen,CHEBI:5855,rheumatoid arthritis,MONDO:0008383
2564,etodolac,CHEBI:4909,rheumatoid arthritis,MONDO:0008383
2565,ephedrine,CHEBI:15407,bronchial disorder,MONDO:0001358
2566,ceftizoxime,CHEBI:553473,Pneumonia caused by Escherichia coli,UMLS:C0276089
2567,cortisol,CHEBI:5783,tinea pedis,MONDO:0005984
2568,moracizine,CHEBI:6997,Ventricular arrhythmia,HP:0004308
2569,quinapril,CHEBI:8713,congestive heart failure,MONDO:0005009
2570,metoprolol,CHEBI:6904,Angina pectoris,HP:0001681
2571,triamcinolone,CHEBI:9667,primary cutaneous T-cell non-Hodgkin lymphoma,MONDO:0000607
2572,doxycycline,PUBCHEM.COMPOUND:54671203,pharyngitis,MONDO:0002258
2573,cefuroxime,CHEBI:3515,gonorrhea,MONDO:0004277
2574,oxytetracycline,CHEBI:133011,Rocky mountain spotted fever,MONDO:0019359
2575,(-)-methadone,CHEBI:136003,opiate dependence,MONDO:0005530
2576,chlordiazepoxide,CHEBI:3611,Severe anxiety (panic),UMLS:C0231403
2577,norfloxacin,CHEBI:100246,Enteric campylobacteriosis,UMLS:C0275982
2578,neomycin,CHEBI:7507,hepatic coma,MONDO:0001548
2579,lomefloxacin,CHEBI:116278,Acute exacerbation of chronic bronchitis,UMLS:C0856695
2580,azithromycin,CHEBI:2955,Haemophilus influenzae otitis media,UMLS:C0276027
2581,guanfacine,CHEBI:5558,hypertensive disorder,MONDO:0005044
2582,rivaroxaban,CHEBI:68579,Deep venous thrombosis,HP:0002625
2583,mometasone,CHEBI:6970,Psoriasis of scalp,UMLS:C0406326
2584,probucol,CHEBI:8427,hyperlipidemia,MONDO:0021187
2585,chlorpromazine,CHEBI:3647,psychotic disorder,MONDO:0005485
2586,triamcinolone,CHEBI:9667,miliary tuberculosis,MONDO:0005848
2587,naltrexone,CHEBI:7465,alcohol dependence,MONDO:0007079
2588,cefixime,CHEBI:93248,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
2589,aztreonam,CHEBI:94511,Enterobacteriaceae Infections,UMLS:C0014347
2590,posaconazole,CHEBI:64355,aspergillosis,MONDO:0005657
2591,canagliflozin,CHEBI:73274,type 2 diabetes mellitus,MONDO:0005148
2592,cyclophosphamide,CHEBI:4027,plasma cell myeloma,MONDO:0009693
2593,desoximetasone,CHEBI:691037,Pruritus of genital organs,UMLS:C0033777
2594,levofloxacin,CHEBI:63598,Bacterial otitis media,UMLS:C1698510
2595,pioglitazone,CHEBI:8228,type 2 diabetes mellitus,MONDO:0005148
2596,pramocaine,CHEBI:8357,Pruritus Ani,UMLS:C0033775
2597,rolapitant,CHEBI:90908,Chemotherapy-induced nausea and vomiting,UMLS:C0401160
2598,norfloxacin,CHEBI:100246,Urinary tract infection caused by Klebsiella,UMLS:C4076057
2599,isavuconazonium,CHEBI:85978,Zygomycosis,MONDO:0019136
2600,ampicillin,CHEBI:28971,Acute otitis media,HP:0000371
2601,doxylamine,CHEBI:51380,Sneeze,HP:0025095
2602,cefuroxime,CHEBI:3515,Gonorrhea of rectum,UMLS:C0275665
2603,amphetamine,CHEBI:132233,narcolepsy,MONDO:0021107
2604,oxymetazoline,CHEBI:7862,Rhinorrhea,HP:0031417
2605,levofloxacin,CHEBI:63598,Acute bacterial sinusitis,UMLS:C0275556
2606,metoclopramide,CHEBI:107736,gastroesophageal reflux disease,MONDO:0007186
2607,pramocaine,CHEBI:8357,dermatophytosis of groin and perianal area,MONDO:0001405
2608,sulfabenzamide,CHEBI:94677,vulvovaginitis,MONDO:0007019
2609,tenofovir disoproxil,CHEBI:63717,chronic hepatitis B virus infection,MONDO:0005366
2610,levofolinic acid,CHEBI:63606,gastric cancer,MONDO:0001056
2611,ceftizoxime,CHEBI:553473,Escherichia coli septicemia,UMLS:C0276088
2612,norethisterone,CHEBI:7627,Secondary amenorrhea,HP:0000869
2613,minocycline,CHEBI:50694,acne,MONDO:0011438
2614,amcinonide,CHEBI:31199,exanthem,MONDO:0006547
2615,piperacillin,CHEBI:8232,peritonitis,MONDO:0004522
2616,cefamandole,CHEBI:3480,staphylococcus aureus infection,MONDO:0005545
2617,bupivacaine,CHEBI:3215,Skin Irritation,NCIT:C50743
2618,triamcinolone,CHEBI:9667,ankylosing spondylitis,MONDO:0005306
2619,rivastigmine,CHEBI:8874,Dementia associated with Parkinson's Disease,UMLS:C1828079
2620,azathioprine,CHEBI:2948,multiple sclerosis,MONDO:0005301
2621,docetaxel,CHEBI:4672,non-small cell lung carcinoma,MONDO:0005233
2622,triamcinolone,CHEBI:9667,discoid lupus erythematosus,MONDO:0019558
2623,abarelix,CHEBI:337298,Ischemic priapism,UMLS:C2711256
2624,demeclocycline,UNII:5R5W9ICI6O,inclusion conjunctivitis,MONDO:0005808
2625,cefotetan,PUBCHEM.COMPOUND:53024,Pneumonia caused by Escherichia coli,UMLS:C0276089
2626,methylprednisolone,CHEBI:6888,Laryngeal edema,HP:0012027
2627,norethisterone,CHEBI:7627,atrophic vulva,DOID:14275
2628,sulbactam,CHEBI:9321,escherichia coli infection,MONDO:0020920
2629,reserpine,CHEBI:28487,hypertensive disorder,MONDO:0005044
2630,alclometasone dipropionate,CHEBI:31184,contact dermatitis,MONDO:0005480
2631,cyclobenzaprine,CHEBI:3996,Spasticity,HP:0001257
2632,cefuroxime,CHEBI:3515,Enterobacteriaceae Infections,UMLS:C0014347
2633,cortisol,CHEBI:5783,nephrotic syndrome,MONDO:0005377
2634,levomefolic acid,CHEBI:136009,acne,MONDO:0011438
2635,nicotinyl alcohol,CHEBI:45213,pellagra,MONDO:0019975
2636,dabrafenib,CHEBI:75045,metastatic melanoma,MONDO:0005191
2637,vincristine,CHEBI:28445,acute lymphoblastic leukemia,MONDO:0004967
2638,gatifloxacin,CHEBI:5280,streptococcal pneumonia,MONDO:0005972
2639,cefuroxime,CHEBI:3515,Infective otitis media,UMLS:C0729586
2640,nintedanib,UNII:G6HRD2P839,non-small cell lung carcinoma,MONDO:0005233
2641,aztreonam,CHEBI:94511,Proteus pneumonia,UMLS:C1260917
2642,irbesartan,CHEBI:5959,diabetic kidney disease,MONDO:0005016
2643,hydroxychloroquine,CHEBI:5801,Plasmodium falciparum malaria,MONDO:0005920
2644,clonidine,CHEBI:3757,Severe pain,UMLS:C0278140
2645,salicylic acid,CHEBI:16914,pityriasis simplex,MONDO:0024343
2646,zoledronic acid,CHEBI:46557,osteoporosis,MONDO:0005298
2647,norfloxacin,CHEBI:100246,Hospital acquired pneumonia,UMLS:C0949083
2648,dicumarol,CHEBI:4513,thrombotic disease,MONDO:0000831
2649,epinastine,CHEBI:51032,atopic conjunctivitis,MONDO:0005642
2650,amphotericin B,CHEBI:2682,pharyngitis,MONDO:0002258
2651,monomethyl fumarate,CHEBI:167450,relapsing-remitting multiple sclerosis,MONDO:0005314
2652,dinoprostone,CHEBI:15551,hydatidiform mole,MONDO:0006248
2653,vinblastine,CHEBI:27375,testicular cancer,MONDO:0005447
2654,doxycycline,PUBCHEM.COMPOUND:54671203,scrub typhus,MONDO:0019365
2655,isavuconazonium,CHEBI:85978,aspergillosis,MONDO:0005657
2656,ertapenem,CHEBI:404903,streptococcal pneumonia,MONDO:0005972
2657,ceftriaxone,CHEBI:29007,Haemophilus influenzae pneumonia,UMLS:C0276026
2658,cefuroxime,CHEBI:3515,impetigo,MONDO:0004592
2659,lithium carbonate,PUBCHEM.COMPOUND:11125,manic bipolar affective disorder,MONDO:0024612
2660,drospirenone,CHEBI:50838,atrophic vulva,DOID:14275
2661,apremilast,CHEBI:78540,psoriatic arthritis,MONDO:0011849
2662,minocycline,CHEBI:50694,lymphogranuloma venereum,MONDO:0005834
2663,oxytetracycline,CHEBI:133011,inclusion conjunctivitis,MONDO:0005808
2664,venlafaxine,CHEBI:9943,panic disorder,MONDO:0005383
2665,methylprednisolone,CHEBI:6888,asthma,MONDO:0004979
2666,aclarubicin,CHEBI:74619,acute myeloid leukemia,MONDO:0018874
2667,bacitracin A,CHEBI:28669,Infective blepharitis,UMLS:C0729587
2668,fluorometholone,CHEBI:31625,Corneal Abrasions,UMLS:C0010032
2669,phenylephrine,CHEBI:8093,rhinitis,MONDO:0003014
2670,methylprednisolone,CHEBI:6888,allergic rhinitis,MONDO:0011786
2671,risperidone,CHEBI:8871,Bipolar disorder in remission,UMLS:C0270425
2672,ofloxacin,CHEBI:194135,otitis externa,MONDO:0004795
2673,etodolac,CHEBI:4909,osteoarthritis,MONDO:0005178
2674,azathioprine,CHEBI:2948,autoimmune hepatitis,MONDO:0016264
2675,azathioprine,CHEBI:2948,polyarteritis nodosa,MONDO:0019170
2676,imatinib,CHEBI:45783,gastrointestinal stromal tumor,MONDO:0011719
2677,amikacin,CHEBI:2637,Hospital acquired pneumonia,UMLS:C0949083
2678,methylphenobarbital,CHEBI:6758,epilepsy,MONDO:0005027
2679,calcium citrate,PUBCHEM.COMPOUND:13136,Hypocalcemia,HP:0002901
2680,tazobactam,CHEBI:9421,bacterial pneumonia,MONDO:0004652
2681,ephedrine,CHEBI:15407,seasonal allergic rhinitis,MONDO:0005324
2682,ceftriaxone,CHEBI:29007,gonococcal infection of joint,MONDO:0041903
2683,afatinib,CHEBI:61390,Epidermal growth factor receptor positive non-small cell lung cancer,UMLS:C1960925
2684,sulfisoxazole,CHEBI:102484,Infective otitis media,UMLS:C0729586
2685,rosuvastatin,CHEBI:38545,"hyperlipidemia, familial combined, LPL related",MONDO:0007759
2686,acarbose,CHEBI:2376,type 2 diabetes mellitus,MONDO:0005148
2687,fluocinolone acetonide,CHEBI:5108,Lichen Simplex Chronicus,UMLS:C0149922
2688,azithromycin,CHEBI:2955,Chlamydial urethritis,UMLS:C1278807
2689,trovafloxacin,CHEBI:9763,Acute gonococcal urethritis,UMLS:C0275652
2690,desloratadine,CHEBI:291342,common cold,MONDO:0005709
2691,triamcinolone,CHEBI:9667,aspiration pneumonitis,MONDO:0002572
2692,calcium gluconate,PUBCHEM.COMPOUND:9290,osteoporosis,MONDO:0005298
2693,nicotinic acid,CHEBI:15940,"hyperlipidemia, familial combined, LPL related",MONDO:0007759
2694,betamethasone,CHEBI:3077,chronic primary adrenal insufficiency,MONDO:0015129
2695,minocycline,CHEBI:50694,pharyngitis,MONDO:0002258
2696,olanzapine,CHEBI:7735,Bipolar disorder in remission,UMLS:C0270425
2697,paroxetine,CHEBI:7936,post-traumatic stress disorder,MONDO:0005146
2698,unoprostone isopropyl,CHEBI:31731,open-angle glaucoma,MONDO:0005338
2699,cortisol,CHEBI:5783,iritis,MONDO:0006814
2700,enoxacin,CHEBI:157175,bacterial urinary tract infection,MONDO:0005247
2701,hydroxyurea,CHEBI:44423,melanoma,MONDO:0005105
2702,travoprost,CHEBI:188986,ocular hypertension,MONDO:0006875
2703,ipriflavone,CHEBI:31719,postmenopausal osteoporosis,MONDO:0008159
2704,butamben,CHEBI:3231,Skin Irritation,NCIT:C50743
2705,diltiazem,CHEBI:101278,atrial fibrillation,MONDO:0004981
2706,alendronate,CHEBI:2567,postmenopausal osteoporosis,MONDO:0008159
2707,chlorothiazide,CHEBI:3640,congestive heart failure,MONDO:0005009
2708,ruxolitinib,CHEBI:66919,acquired polycythemia vera,MONDO:0009891
2709,cefotetan,PUBCHEM.COMPOUND:53024,Group A Streptococcal Infections,UMLS:C0554628
2710,betamethasone,CHEBI:3077,autoimmune hemolytic anemia,MONDO:0020108
2711,isosorbide dinitrate,CHEBI:6061,Angina pectoris,HP:0001681
2712,pergolide,CHEBI:63617,parkinsonian disorder,MONDO:0021095
2713,ertapenem,CHEBI:404903,bacterial pneumonia,MONDO:0004652
2714,triamcinolone,CHEBI:9667,exanthem,MONDO:0006547
2715,tazarotene,CHEBI:32184,acne,MONDO:0011438
2716,codeine,CHEBI:16714,common cold,MONDO:0005709
2717,phenylbutyrate,CHEBI:41500,amyotrophic lateral sclerosis,MONDO:0004976
2718,cefepime,CHEBI:478164,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
2719,mometasone,CHEBI:6970,asthma,MONDO:0004979
2720,cefonicid,CHEBI:3491,osteomyelitis,MONDO:0005246
2721,ticagrelor,CHEBI:68558,acute coronary syndrome,MONDO:0005542
2722,ceftaroline fosamil,CHEBI:70718,staphylococcus aureus infection,MONDO:0005545
2723,mezlocillin,CHEBI:6919,Bacterial sepsis,UMLS:C0684256
2724,felodipine,CHEBI:585948,hypertensive disorder,MONDO:0005044
2725,ticagrelor,CHEBI:68558,peripheral vascular disease,MONDO:0005294
2726,vasopressin,CHEBI:34543,hereditary von Willebrand disease,MONDO:0019565
2727,ribavirin,CHEBI:63580,respiratory syncytial virus infectious disease,MONDO:0001577
2728,cefuroxime,CHEBI:3515,Acute exacerbation of chronic bronchitis,UMLS:C0856695
2729,tazobactam,CHEBI:9421,cholecystitis,MONDO:0002155
2730,olaparib,CHEBI:83766,peritoneum cancer,MONDO:0002087
2731,histamine,CHEBI:18295,osteoarthritis,MONDO:0005178
2732,ephedrine,CHEBI:15407,Rhinorrhea,HP:0031417
2733,alprazolam,CHEBI:2611,panic disorder,MONDO:0005383
2734,dexibuprofen,CHEBI:43415,Fever,HP:0001945
2735,esomeprazole,CHEBI:50275,Erosive esophagitis,UMLS:C0267055
2736,triamcinolone,CHEBI:9667,sarcoidosis,MONDO:0019338
2737,biperiden,CHEBI:3112,Abnormality of extrapyramidal motor function,HP:0002071
2738,cefuroxime,CHEBI:3515,Staphylococcal bacteremia,UMLS:C0152965
2739,daunorubicin,CHEBI:41977,Kaposi's sarcoma,MONDO:0005055
2740,tramadol,CHEBI:75722,Pain,HP:0012531
2741,caffeine,CHEBI:27732,Apnea in newborn,UMLS:C0232058
2742,ceftaroline fosamil,CHEBI:70718,rhinoscleroma,MONDO:0005945
2743,diclofenamide,CHEBI:101085,open-angle glaucoma,MONDO:0005338
2744,cefoxitin,CHEBI:209807,acute gonococcal cervicitis,MONDO:0001080
2745,cefepime,CHEBI:478164,Bacterial urinary infection,UMLS:C0729524
2746,cefapirin,CHEBI:554446,staphylococcal pneumonia,MONDO:0005970
2747,zonisamide,CHEBI:10127,Lewy body dementia,MONDO:0007488
2748,bretylium,CHEBI:3172,ventricular fibrillation,MONDO:0000190
2749,beclometasone,CHEBI:3001,rhinitis,MONDO:0003014
2750,sulfamethoxazole,CHEBI:9332,Proteus urinary tract infection,UMLS:C0577709
2751,cortisol,CHEBI:5783,adrenogenital syndrome,MONDO:0015898
2752,zuclopenthixol,CHEBI:51364,schizophrenia,MONDO:0005090
2753,metronidazole,CHEBI:6909,Recurrent lower respiratory tract infections,HP:0002783
2754,trovafloxacin,CHEBI:9763,Haemophilus influenzae pneumonia,UMLS:C0276026
2755,zofenopril,CHEBI:78539,hypertensive disorder,MONDO:0005044
2756,ofloxacin,CHEBI:194135,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
2757,cefuroxime,CHEBI:3515,Gonorrhea of pharynx,UMLS:C0149966
2758,ticarcillin,CHEBI:9587,Pelvic abscess,UMLS:C0030785
2759,bromocriptine,CHEBI:3181,Parkinson disease,MONDO:0005180
2760,pentobarbitone,CHEBI:7983,brain ischemia,MONDO:0005299
2761,allopurinol,CHEBI:40279,Calcium renal calculus,UMLS:C1959799
2762,indomethacin,CHEBI:49662,tenosynovitis,MONDO:0004855
2763,D-cycloserine,CHEBI:40009,Bacterial urinary infection,UMLS:C0729524
2764,meropenem,CHEBI:43968,meningococcal meningitis,MONDO:0018059
2765,piperacillin,CHEBI:8232,osteomyelitis,MONDO:0005246
2766,cefoxitin,CHEBI:209807,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
2767,phenylephrine,CHEBI:8093,Pruritus Ani,UMLS:C0033775
2768,metronidazole,CHEBI:6909,trichomoniasis,MONDO:0002154
2769,cortisol,CHEBI:5783,tendinitis,MONDO:0004857
2770,bupropion,CHEBI:3219,major depressive disorder,MONDO:0002009
2771,cyclophosphamide,CHEBI:4027,mycosis fungoides,MONDO:0009691
2772,prednisolone,CHEBI:8378,pulmonary fibrosis,MONDO:0002771
2773,posaconazole,CHEBI:64355,fusariosis,MONDO:0016426
2774,quinine,CHEBI:15854,Pseudobulbar affect,UMLS:C2316460
2775,(-)-noradrenaline,CHEBI:18357,asthma,MONDO:0004979
2776,rosuvastatin,CHEBI:38545,stroke disorder,MONDO:0005098
2777,cortisol,CHEBI:5783,inflammatory bowel disease,MONDO:0005265
2778,brinzolamide,CHEBI:3176,ocular hypertension,MONDO:0006875
2779,clavulanic acid,CHEBI:48947,staphylococcus aureus infection,MONDO:0005545
2780,dexamfetamine,CHEBI:4469,narcolepsy,MONDO:0021107
2781,dicumarol,CHEBI:4513,intracranial embolism,MONDO:0006809
2782,terazosin,CHEBI:9445,benign prostatic hyperplasia,MONDO:0010811
2783,paramethadione,CHEBI:7921,epilepsy,MONDO:0005027
2784,sulfacetamide,CHEBI:63845,vulvovaginitis,MONDO:0007019
2785,rasagiline,CHEBI:63620,Parkinson disease,MONDO:0005180
2786,levofloxacin,CHEBI:63598,anthrax infection,MONDO:0005119
2787,cyproheptadine,CHEBI:4046,atopic conjunctivitis,MONDO:0005642
2788,alfacalcidol,CHEBI:31186,renal osteodystrophy,MONDO:0006946
2789,cyclacillin,CHEBI:31444,pharyngitis,MONDO:0002258
2790,cefamandole,CHEBI:3480,Enterobacteriaceae Infections,UMLS:C0014347
2791,ciprofloxacin,CHEBI:100241,bacterial pneumonia,MONDO:0004652
2792,zoledronic acid,CHEBI:46557,humoral hypercalcemia of malignancy,MONDO:0043455
2793,colesevelam,PUBCHEM.COMPOUND:160051,Hypercholesterolemia,HP:0003124
2794,ceftriaxone,CHEBI:29007,rhinoscleroma,MONDO:0005945
2795,salicylamide,CHEBI:32114,Back pain,HP:0003418
2796,acetazolamide,CHEBI:27690,angle-closure glaucoma,MONDO:0001744
2797,loracarbef,CHEBI:47544,Group A Streptococcal Infections,UMLS:C0554628
2798,budesonide,CHEBI:3207,asthma,MONDO:0004979
2799,cefonicid,CHEBI:3491,Osteomyelitis caused by Staphylococcus aureus,UMLS:C1997728
2800,dextromethorphan,CHEBI:4470,Rhinorrhea,HP:0031417
2801,cefotetan,PUBCHEM.COMPOUND:53024,Proteus pneumonia,UMLS:C1260917
2802,chlorpheniramine,CHEBI:52010,Flu-Like Symptoms,NCIT:C78302
2803,atropine,CHEBI:91877,Drooling,HP:0002307
2804,cephalexin,CHEBI:3534,Klebsiella cystitis,UMLS:C0520775
2805,zolmitriptan,CHEBI:10124,migraine disorder,MONDO:0005277
2806,benzatropine,CHEBI:3048,Parkinson disease,MONDO:0005180
2807,lidocaine,CHEBI:6456,Pthirus pubis infestation,MONDO:0001794
2808,tetracycline,CHEBI:27902,Infective otitis media,UMLS:C0729586
2809,levofloxacin,CHEBI:63598,Acute bacterial bronchitis,UMLS:C0339933
