drug_name,drug_id,disease_name,disease_id
(-)-methadone,CHEBI:136003,opiate dependence,MONDO:0005530
betamethasone,CHEBI:3077,chronic beryllium disease,MONDO:0015274
moxifloxacin,CHEBI:63611,Haemophilus influenzae pneumonia,UMLS:C0276026
cefepime,CHEBI:478164,Pneumonia caused by Pseudomonas,UMLS:C0155860
salicylic acid,CHEBI:16914,plantar wart,MONDO:0001795
irbesartan,CHEBI:5959,hypertensive disorder,MONDO:0005044
dexbrompheniramine,CHEBI:59269,Flu-Like Symptoms,NCIT:C78302
ofloxacin,CHEBI:194135,Acute gonococcal urethritis,UMLS:C0275652
pentobarbitone,CHEBI:7983,status epilepticus,MONDO:0002125
piperacillin,CHEBI:8232,Sepsis caused by Gram negative bacteria,UMLS:C3163829
loteprednol etabonate,CHEBI:31784,Herpes zoster keratitis,UMLS:C1275687
piperacillin,CHEBI:8232,rhinoscleroma,MONDO:0005945
daptomycin,CHEBI:600103,Sepsis caused by methicillin resistant Staphylococcus aureus,UMLS:C3164390
oxacillin,CHEBI:7809,osteomyelitis,MONDO:0005246
phenobarbital,CHEBI:8069,cluster headache syndrome,MONDO:0043537
tadalafil,CHEBI:71940,benign prostatic hyperplasia,MONDO:0010811
mepyramine,CHEBI:6762,familial dermatographia,MONDO:0007448
calcium gluconate,PUBCHEM.COMPOUND:9290,Hypocalcemia,HP:0002901
tenoxicam,CHEBI:32192,arthritic joint disease,MONDO:0005578
carbinoxamine,CHEBI:3398,familial dermatographia,MONDO:0007448
chlorpromazine,CHEBI:3647,Nausea and vomiting,HP:0002017
moxifloxacin,CHEBI:63611,Acute bacterial sinusitis,UMLS:C0275556
chlophedianol,CHEBI:135207,allergic rhinitis,MONDO:0011786
vilanterol,CHEBI:75037,chronic obstructive pulmonary disease,MONDO:0005002
diphenylpyraline,CHEBI:59788,Sneeze,HP:0025095
triamcinolone,CHEBI:9667,Necrobiosis Lipoidica Diabeticorum,UMLS:C0392445
selegiline,CHEBI:9086,major depressive disorder,MONDO:0002009
desoximetasone,CHEBI:691037,discoid lupus erythematosus,MONDO:0019558
canagliflozin,CHEBI:73274,type 2 diabetes mellitus,MONDO:0005148
velpatasvir,CHEBI:133009,Decompensated cirrhosis of liver,UMLS:C1619727
oxaliplatin,PUBCHEM.COMPOUND:9887054,gastric cancer,MONDO:0001056
methylprednisolone,CHEBI:6888,chronic primary adrenal insufficiency,MONDO:0015129
prednisone,CHEBI:8382,Exacerbation of asthma,UMLS:C0349790
nafcillin,CHEBI:7447,staphylococcus aureus infection,MONDO:0005545
trifluoperazine,CHEBI:45951,schizophrenia,MONDO:0005090
astemizole,CHEBI:2896,atopic conjunctivitis,MONDO:0005642
cefaclor,CHEBI:3478,tonsillitis,MONDO:0001039
ciprofloxacin,CHEBI:100241,Enteric campylobacteriosis,UMLS:C0275982
pregabalin,CHEBI:64356,Peripheral neuropathic pain,UMLS:C0458960
morphine,CHEBI:17303,Chronic pain,HP:0012532
metronidazole,CHEBI:6909,Brain abscess,HP:0030049
quinapril,CHEBI:8713,hypertensive disorder,MONDO:0005044
cortisol,CHEBI:5783,tinea corporis,MONDO:0001461
cefadroxil,CHEBI:3479,staphylococcus aureus infection,MONDO:0005545
triprolidine,CHEBI:84116,urticaria,MONDO:0005492
demeclocycline,UNII:5R5W9ICI6O,Gonorrhea of rectum,UMLS:C0275665
clopidogrel,CHEBI:37941,Non-Q wave myocardial infarction,UMLS:C0542269
budesonide,CHEBI:3207,eosinophilic esophagitis,MONDO:0005361
ketotifen,CHEBI:92511,atopic conjunctivitis,MONDO:0005642
trimethoprim,CHEBI:45924,bacterial conjunctivitis,MONDO:0006668
doxycycline,PUBCHEM.COMPOUND:54671203,Bacterial urinary infection,UMLS:C0729524
minoxidil,CHEBI:6942,hypertensive disorder,MONDO:0005044
fenfluramine,CHEBI:5000,Dravet syndrome,MONDO:0100135
loratadine,CHEBI:6538,seasonal allergic rhinitis,MONDO:0005324
doxycycline,PUBCHEM.COMPOUND:54671203,Chlamydia trachomatis infection of genital structure,UMLS:C1997322
norgestimate,CHEBI:50815,acne,MONDO:0011438
levofloxacin,CHEBI:63598,Malignant otitis media,UMLS:C0276077
bacitracin A,CHEBI:28669,blepharoconjunctivitis,MONDO:0002307
prasugrel,CHEBI:87715,cerebrovascular disorder,MONDO:0011057
triamcinolone,CHEBI:9667,lichen planus,MONDO:0006572
aripiprazole,CHEBI:31236,autism spectrum disorder,MONDO:0005258
ciclopirox,CHEBI:453011,seborrheic dermatitis,MONDO:0006608
diclofenamide,CHEBI:101085,Secondary glaucoma,UMLS:C0149893
daptomycin,CHEBI:600103,Right-sided Staphylococcus aureus endocarditis,UMLS:C1960924
oxytetracycline,CHEBI:133011,brucellosis,MONDO:0005683
prednisone,CHEBI:8382,musculoskeletal system disorder,MONDO:0002081
oxytocin,CHEBI:7872,Incomplete spontaneous abortion,UMLS:C0000810
diphenylpyraline,CHEBI:59788,Rhinorrhea,HP:0031417
saxagliptin,CHEBI:71272,type 2 diabetes mellitus,MONDO:0005148
acebutolol,CHEBI:2379,hypertensive disorder,MONDO:0005044
amphetamine,CHEBI:132233,narcolepsy,MONDO:0021107
trazodone,CHEBI:9654,major depressive disorder,MONDO:0002009
papaverine,CHEBI:28241,brain ischemia,MONDO:0005299
fidaxomicin,CHEBI:68590,Clostridium difficile infection,UMLS:C0343386
amikacin,CHEBI:2637,Proteus meningitis,UMLS:C0338396
paroxetine,CHEBI:7936,obsessive-compulsive disorder,MONDO:0008114
spironolactone,CHEBI:9241,hyperaldosteronism,MONDO:0003009
methylprednisolone,CHEBI:6888,humoral hypercalcemia of malignancy,MONDO:0043455
olaparib,CHEBI:83766,pancreatic neoplasm,MONDO:0021040
mefenamic acid,CHEBI:6717,Dysmenorrhea,HP:0100607
enalapril,CHEBI:4784,hypertensive disorder,MONDO:0005044
risperidone,CHEBI:8871,autism spectrum disorder,MONDO:0005258
amikacin,CHEBI:2637,Escherichia coli septicemia,UMLS:C0276088
desloratadine,CHEBI:291342,allergic urticaria,MONDO:0006526
ceftizoxime,CHEBI:553473,arthropathy,MONDO:0006816
loracarbef,CHEBI:47544,tonsillitis,MONDO:0001039
carvedilol,CHEBI:3441,hypertensive disorder,MONDO:0005044
streptomycin,CHEBI:17076,Klebsiella cystitis,UMLS:C0520775
cyclophosphamide,CHEBI:4027,mycosis fungoides,MONDO:0009691
triprolidine,CHEBI:84116,familial dermatographia,MONDO:0007448
mezlocillin,CHEBI:6919,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
hydroxyzine,CHEBI:5818,Rhinorrhea,HP:0031417
norfloxacin,CHEBI:100246,acute gonococcal endometritis,MONDO:0004264
dopamine,CHEBI:18243,Low Cardiac Output Syndrome,UMLS:C0600177
naloxone,CHEBI:7459,Pain,HP:0012531
cefotetan,PUBCHEM.COMPOUND:53024,Bacterial urinary infection,UMLS:C0729524
cyclizine,CHEBI:3994,Nasal congestion,HP:0001742
ampicillin,CHEBI:28971,Bacterial peritonitis,UMLS:C0341503
pravastatin,CHEBI:63618,hypertriglyceridemia,MONDO:0005347
ergocalciferol,CHEBI:28934,Hypocalcemia,HP:0002901
piperacillin,CHEBI:8232,Serratia Infections,UMLS:C0085394
binimetinib,CHEBI:145371,metastatic melanoma,MONDO:0005191
enoxacin,CHEBI:157175,Gonorrhea of pharynx,UMLS:C0149966
betamethasone,CHEBI:3077,rheumatoid arthritis,MONDO:0008383
(-)-adrenaline,CHEBI:28918,hypotensive disorder,MONDO:0005468
cefdinir,CHEBI:3485,Infective otitis media,UMLS:C0729586
triamcinolone,CHEBI:9667,autoimmune hemolytic anemia,MONDO:0020108
azathioprine,CHEBI:2948,Behcet disease,MONDO:0007191
estradiol valerate,CHEBI:16469,postmenopausal osteoporosis,MONDO:0008159
levetiracetam,CHEBI:6437,Focal aware seizure,HP:0002349
bepotastine,CHEBI:71204,atopic conjunctivitis,MONDO:0005642
pilsicainide,CHEBI:135127,Tachyarrhythmia,UMLS:C0080203
budesonide,CHEBI:3207,allergic rhinitis,MONDO:0011786
deferiprone,CHEBI:68554,Iron Overload,UMLS:C0282193
cimetidine,CHEBI:3699,gastroesophageal reflux disease,MONDO:0007186
ephedrine,CHEBI:15407,Rhinorrhea,HP:0031417
pseudoephedrine,CHEBI:51209,vasomotor rhinitis,MONDO:0006004
alclometasone dipropionate,CHEBI:31184,exanthem,MONDO:0006547
olodaterol,CHEBI:82700,chronic obstructive pulmonary disease,MONDO:0005002
chlormezanone,CHEBI:3619,anxiety,MONDO:0011918
salicylic acid,CHEBI:16914,osteoarthritis,MONDO:0005178
verteporfin,UNII:0X9PA28K43,Ocular histoplasmosis syndrome,UMLS:C1562543
sirolimus,CHEBI:9168,sebaceous adenoma,MONDO:0002375
megestrol,CHEBI:6722,Nutritional deficiency with AIDS (acquired immunodeficiency syndrome),UMLS:C0276587
(-)-adrenaline,CHEBI:28918,anaphylaxis,MONDO:0100053
fondaparinux,CHEBI:61033,Pulmonary thromboembolism,HP:0034192
ammonia,CHEBI:16134,acne,MONDO:0011438
unoprostone isopropyl,CHEBI:31731,ocular hypertension,MONDO:0006875
cefamandole,CHEBI:3480,Bacterial sepsis,UMLS:C0684256
ramipril,CHEBI:8774,stroke disorder,MONDO:0005098
demeclocycline,UNII:5R5W9ICI6O,trachoma,MONDO:0001249
ropinirole,CHEBI:8888,Parkinson disease,MONDO:0005180
tazobactam,CHEBI:9421,bacterial pneumonia,MONDO:0004652
prednisolone,CHEBI:8378,sympathetic ophthalmia,MONDO:0019198
pramocaine,CHEBI:8357,tinea pedis,MONDO:0005984
prednisone,CHEBI:8382,angioedema,MONDO:0010481
idoxuridine,CHEBI:147675,herpes simplex virus keratitis,MONDO:0015288
medroxyprogesterone,CHEBI:6715,Secondary amenorrhea,HP:0000869
sulfadiazine,CHEBI:9328,ulcerative colitis,MONDO:0005101
caspofungin,CHEBI:474180,candidemia,MONDO:0044070
estradiol valerate,CHEBI:16469,postmenopausal atrophic vaginitis,MONDO:0001410
norfloxacin,CHEBI:100246,shigellosis,MONDO:0019345
venetoclax,CHEBI:133021,B-cell chronic lymphocytic leukemia,MONDO:0004948
propranolol,CHEBI:8499,hypertrophic cardiomyopathy 1,MONDO:0008647
cefamandole,CHEBI:3480,Bacterial urinary infection,UMLS:C0729524
ciprofloxacin,CHEBI:100241,rhinoscleroma,MONDO:0005945
pramocaine,CHEBI:8357,Arthropod bite wound,UMLS:C1444173
fexofenadine,CHEBI:5050,seasonal allergic rhinitis,MONDO:0005324
fluorometholone,CHEBI:31625,iridocyclitis,MONDO:0004773
γ-hydroxybutyrate,CHEBI:30830,narcolepsy,MONDO:0021107
midostaurin,CHEBI:63452,acute myeloid leukemia,MONDO:0018874
cetirizine,CHEBI:3561,Sneeze,HP:0025095
dextromoramide,CHEBI:74274,Severe pain,UMLS:C0278140
ciprofloxacin,CHEBI:100241,Acute bacterial sinusitis,UMLS:C0275556
hydroxychloroquine,CHEBI:5801,rheumatoid arthritis,MONDO:0008383
amphotericin B,CHEBI:2682,Candidal meningitis,UMLS:C0153256
ceftizoxime,CHEBI:553473,rhinoscleroma,MONDO:0005945
lansoprazole,CHEBI:6375,Erosive esophagitis,UMLS:C0267055
amikacin,CHEBI:2637,Serratia Infections,UMLS:C0085394
levomefolic acid,CHEBI:136009,acne,MONDO:0011438
ofloxacin,CHEBI:194135,pyelonephritis,MONDO:0006939
triamcinolone,CHEBI:9667,exanthem,MONDO:0006547
prednisolone,CHEBI:8378,miliary tuberculosis,MONDO:0005848
ketoprofen,CHEBI:6128,rheumatoid arthritis,MONDO:0008383
clocortolone pivalate,CHEBI:59582,Lichen Simplex Chronicus,UMLS:C0149922
ivacaftor,CHEBI:66901,Pulmonary Cystic Fibrosis,UMLS:C0392164
mezlocillin,CHEBI:6919,Serratia Infections,UMLS:C0085394
ampicillin,CHEBI:28971,streptococcal pneumonia,MONDO:0005972
clocortolone pivalate,CHEBI:59582,"dermatitis, atopic",MONDO:0011292
tamoxifen,CHEBI:41774,invasive ductal breast carcinoma,MONDO:0004953
amcinonide,CHEBI:31199,exanthem,MONDO:0006547
clotrimazole,CHEBI:3764,Diaper Rash,UMLS:C0011974
darunavir,CHEBI:367163,HIV infectious disease,MONDO:0005109
naproxen,CHEBI:7476,Rhinorrhea,HP:0031417
rifapentine,CHEBI:45304,pulmonary tuberculosis,MONDO:0006052
hydromorphone,CHEBI:5790,Cough,HP:0012735
dexibuprofen,CHEBI:43415,headache disorder,MONDO:0021146
sirolimus,CHEBI:9168,lymphangioma,MONDO:0002013
formoterol,CHEBI:5147,chronic obstructive pulmonary disease,MONDO:0005002
cortisol,CHEBI:5783,psoriasis,MONDO:0005083
simvastatin,CHEBI:9150,arteriosclerosis disorder,MONDO:0002277
pseudoephedrine,CHEBI:51209,headache disorder,MONDO:0021146
fluocinolone acetonide,CHEBI:5108,exanthem,MONDO:0006547
desvenlafaxine,CHEBI:83527,major depressive disorder,MONDO:0002009
perampanel,CHEBI:71013,"epilepsy, idiopathic generalized, susceptibility to, 1",MONDO:0010918
cefditoren,CHEBI:59343,bacterial pneumonia,MONDO:0004652
bacampicillin,CHEBI:2968,Haemophilus influenzae pneumonia,UMLS:C0276026
lidocaine,CHEBI:6456,Pruritus,HP:0000989
amoxicillin,CHEBI:2676,Streptococcal tonsillitis,UMLS:C0275804
doxycycline,PUBCHEM.COMPOUND:54671203,bartonellosis,MONDO:0005664
rimonabant,CHEBI:34967,obesity disorder,MONDO:0011122
betamethasone,CHEBI:3077,psoriatic arthritis,MONDO:0011849
cloxacillin,CHEBI:49566,Acute bacterial sinusitis,UMLS:C0275556
magnesium oxide,CHEBI:31794,osteoporosis,MONDO:0005298
chloroxine,CHEBI:59477,pityriasis simplex,MONDO:0024343
quizartinib,CHEBI:90217,acute myeloid leukemia,MONDO:0018874
ceftizoxime,CHEBI:553473,Bacterial urinary infection,UMLS:C0729524
tetracycline,CHEBI:27902,ophthalmia neonatorum,MONDO:0004854
ceftizoxime,CHEBI:553473,meningitis,MONDO:0021108
ticagrelor,CHEBI:68558,acute coronary syndrome,MONDO:0005542
phenylbutyrate,CHEBI:41500,ornithine carbamoyltransferase deficiency,MONDO:0010703
doxycycline,PUBCHEM.COMPOUND:54671203,bronchitis,MONDO:0003781
carbidopa,CHEBI:39585,parkinsonian disorder,MONDO:0021095
L-carnitine,CHEBI:16347,Decreased circulating carnitine concentration,HP:0003234
dyphylline,CHEBI:4728,asthma,MONDO:0004979
betamethasone,CHEBI:3077,rheumatic heart disease,MONDO:0006955
cefamandole,CHEBI:3480,peritonitis,MONDO:0004522
cimetidine,CHEBI:3699,duodenal ulcer,MONDO:0005412
aspirin,CHEBI:15365,osteoarthritis,MONDO:0005178
colchicine,CHEBI:27882,familial Mediterranean fever,MONDO:0018088
tranylcypromine,CHEBI:131510,major depressive disorder,MONDO:0002009
imipenem,CHEBI:471744,Infection caused by Enterococcus,UMLS:C1320183
diazepam,CHEBI:49575,alcohol withdrawal delirium,MONDO:0006642
oxytetracycline,CHEBI:133011,acute gonococcal cervicitis,MONDO:0001080
dexpanthenol,CHEBI:27373,atopic eczema,MONDO:0004980
N-methyl scopolamine,CHEBI:135361,irritable bowel syndrome,MONDO:0005052
alfacalcidol,CHEBI:31186,Neonatal hypocalcemia,UMLS:C0342634
boceprevir,CHEBI:68621,chronic hepatitis C virus infection,MONDO:0005354
trovafloxacin,CHEBI:9763,Bacterial infection caused by Klebsiella pneumoniae,UMLS:C0343402
potassium iodide,PUBCHEM.COMPOUND:4875,Nasal congestion,HP:0001742
fluoxetine,CHEBI:5118,obsessive-compulsive disorder,MONDO:0008114
enalaprilat,CHEBI:4786,congestive heart failure,MONDO:0005009
pazopanib,CHEBI:71219,renal cell carcinoma,MONDO:0005086
spectinomycin,CHEBI:9215,Gonorrhea of rectum,UMLS:C0275665
procyclidine,CHEBI:8448,postencephalitic Parkinson disease,MONDO:0001945
afatinib,CHEBI:61390,Epidermal growth factor receptor positive non-small cell lung cancer,UMLS:C1960925
cortisol,CHEBI:5783,Crohn disease,MONDO:0005011
fluticasone,CHEBI:5134,Pruritus Ani,UMLS:C0033775
betrixaban,CHEBI:140421,At increased risk of venous thromboembolus,UMLS:C1960639
norfloxacin,CHEBI:100246,Proteus pneumonia,UMLS:C1260917
eluxadoline,CHEBI:85980,Irritable bowel syndrome with diarrhea,UMLS:C0348898
aztreonam,CHEBI:94511,Proteus septicemia,UMLS:C0577690
streptomycin,CHEBI:17076,granuloma inguinale,MONDO:0005777
ruxolitinib,CHEBI:66919,myeloproliferative neoplasm,MONDO:0020076
doxycycline,PUBCHEM.COMPOUND:54671203,Rickettsiosis,MONDO:0006956
prednisone,CHEBI:8382,rheumatic heart disease,MONDO:0006955
cefixime,CHEBI:93248,Acute otitis media,HP:0000371
vincristine,CHEBI:28445,diffuse large B-cell lymphoma,MONDO:0018905
chloroquine,CHEBI:3638,systemic lupus erythematosus,MONDO:0007915
metronidazole,CHEBI:6909,"Liver Abscess, Amebic",UMLS:C0023886
pyrazinamide,CHEBI:45285,meningeal tuberculosis,MONDO:0006042
allopurinol,CHEBI:40279,Hyperuricemia,HP:0002149
doxycycline,PUBCHEM.COMPOUND:54671203,sinusitis,MONDO:0005961
atropine,CHEBI:91877,Dysuria,HP:0100518
betamethasone,CHEBI:3077,asthma,MONDO:0004979
amphotericin B,CHEBI:2682,Diaper Rash,UMLS:C0011974
prednisolone,CHEBI:8378,skin disorder,MONDO:0005093
valproic acid,CHEBI:39867,absence epilepsy,MONDO:0850093
methylprednisolone,CHEBI:6888,acute adrenal insufficiency,MONDO:0019801
methamphetamine,CHEBI:6809,obesity disorder,MONDO:0011122
penciclovir,CHEBI:7956,herpes labialis,MONDO:0043653
carbinoxamine,CHEBI:3398,allergic rhinitis,MONDO:0011786
mannitol,CHEBI:16899,brain edema,MONDO:0006684
aztreonam,CHEBI:94511,Abdominal Infection,UMLS:C1112209
distigmine,CHEBI:80756,myasthenia gravis,MONDO:0009688
ribavirin,CHEBI:63580,respiratory syncytial virus infectious disease,MONDO:0001577
palbociclib,CHEBI:85993,Hormone receptor positive malignant neoplasm of breast,UMLS:C1562029
piperacillin,CHEBI:8232,staphylococcus aureus infection,MONDO:0005545
paracetamol,CHEBI:46195,migraine disorder,MONDO:0005277
desonide,CHEBI:204734,Pruritus of genital organs,UMLS:C0033777
ticarcillin,CHEBI:9587,Sepsis caused by Gram negative bacteria,UMLS:C3163829
cimetidine,CHEBI:3699,systemic mastocytosis,MONDO:0016586
balsalazide,PUBCHEM.COMPOUND:135413496,ulcerative colitis,MONDO:0005101
obeticholic acid,CHEBI:43602,Primary cholangitis,UMLS:C0267919
salicylic acid,CHEBI:16914,Fever,HP:0001945
fluoxymesterone,CHEBI:5120,Thomsen and Becker disease,MONDO:0009710
azithromycin,CHEBI:2955,bacterial conjunctivitis,MONDO:0006668
pantoprazole,CHEBI:7915,gastroesophageal reflux disease,MONDO:0007186
diphenylpyraline,CHEBI:59788,atopic conjunctivitis,MONDO:0005642
vorapaxar,CHEBI:82702,stroke disorder,MONDO:0005098
quetiapine,CHEBI:8707,schizophrenia,MONDO:0005090
nedocromil,CHEBI:7492,asthma,MONDO:0004979
naproxen,CHEBI:7476,osteoarthritis,MONDO:0005178
ceftriaxone,CHEBI:29007,bacterial meningitis,MONDO:0006670
sulfadiazine,CHEBI:9328,Skin ulcer,HP:0200042
norfloxacin,CHEBI:100246,Mycoplasma pneumoniae pneumonia,MONDO:0005867
minocycline,CHEBI:50694,Campylobacter fetus infectious disease,MONDO:0040728
amphotericin B,CHEBI:2682,syphilis,MONDO:0005976
loracarbef,CHEBI:47544,acute maxillary sinusitis,MONDO:0002186
promazine,CHEBI:8459,atopic conjunctivitis,MONDO:0005642
progesterone,CHEBI:17026,Metrorrhagia,HP:0100608
oxytetracycline,CHEBI:133011,actinomycosis,MONDO:0005631
trovafloxacin,CHEBI:9763,Female pelvic cellulitis,UMLS:C0349734
bitolterol,CHEBI:3133,bronchiectasis,MONDO:0004822
sulfadiazine,CHEBI:9328,toxoplasmosis,MONDO:0005989
doxycycline,PUBCHEM.COMPOUND:54671203,Q fever endocarditis,UMLS:C0340354
diflorasone diacetate,CHEBI:31483,"dermatitis, atopic",MONDO:0011292
ampicillin,CHEBI:28971,escherichia coli infection,MONDO:0020920
prednisolone,CHEBI:8378,Infective blepharitis,UMLS:C0729587
norfloxacin,CHEBI:100246,pneumonia,MONDO:0005249
cefoxitin,CHEBI:209807,rhinoscleroma,MONDO:0005945
levonorgestrel,CHEBI:6443,Menorrhagia,HP:0000132
triprolidine,CHEBI:84116,common cold,MONDO:0005709
palbociclib,CHEBI:85993,Her2-receptor negative breast cancer,MONDO:0000618
zaleplon,CHEBI:10102,insomnia,MONDO:0013600
dexamfetamine,CHEBI:4469,narcolepsy,MONDO:0021107
cefonicid,CHEBI:3491,Urinary tract infection caused by Escherichia coli,UMLS:C0577708
oritavancin,CHEBI:82699,Streptococcal infection of skin,UMLS:C1274355
sulfamethoxazole,CHEBI:9332,Klebsiella cystitis,UMLS:C0520775
zoledronic acid,CHEBI:46557,humoral hypercalcemia of malignancy,MONDO:0043455
sulindac,CHEBI:9352,bursitis,MONDO:0002471
norethisterone,CHEBI:7627,atrophic vulva,DOID:14275
metronidazole,CHEBI:6909,Abdominal Infection,UMLS:C1112209
dexibuprofen,CHEBI:43415,rheumatoid arthritis,MONDO:0008383
dexpanthenol,CHEBI:27373,Arthropod bite wound,UMLS:C1444173
doxylamine,CHEBI:51380,Rhinorrhea,HP:0031417
betaxolol,CHEBI:3082,open-angle glaucoma,MONDO:0005338
prednisone,CHEBI:8382,mycosis fungoides,MONDO:0009691
enzalutamide,CHEBI:68534,prostate cancer,MONDO:0008315
doxylamine,CHEBI:51380,Pruritus,HP:0000989
levosimendan,CHEBI:50567,congestive heart failure,MONDO:0005009
triamcinolone,CHEBI:9667,Psoriasis of scalp,UMLS:C0406326
loteprednol etabonate,CHEBI:31784,Corneal perforation,HP:0100583
nelfinavir,CHEBI:7496,HIV infectious disease,MONDO:0005109
desloratadine,CHEBI:291342,vasomotor rhinitis,MONDO:0006004
alfacalcidol,CHEBI:31186,hyperparathyroidism,MONDO:0001741
guanabenz,CHEBI:5553,hypertensive disorder,MONDO:0005044
triamcinolone,CHEBI:9667,discoid lupus erythematosus,MONDO:0019558
famotidine,CHEBI:4975,peptic esophagitis,MONDO:0006896
amoxicillin,CHEBI:2676,Haemophilus influenzae otitis media,UMLS:C0276027
levofolinic acid,CHEBI:63606,gastric cancer,MONDO:0001056
vancomycin,CHEBI:28001,staphylococcus aureus infection,MONDO:0005545
estradiol valerate,CHEBI:16469,Hot flashes,HP:0031217
triamcinolone,CHEBI:9667,trichinellosis,MONDO:0019444
furosemide,CHEBI:47426,hypertensive disorder,MONDO:0005044
droxidopa,CHEBI:31524,orthostatic hypotension,MONDO:0005469
metronidazole,CHEBI:6909,Recurrent lower respiratory tract infections,HP:0002783
cortisol,CHEBI:5783,synovitis,MONDO:0002400
ceftriaxone,CHEBI:29007,rhinoscleroma,MONDO:0005945
cilazapril,CHEBI:3698,hypertensive disorder,MONDO:0005044
levetiracetam,CHEBI:6437,status epilepticus,MONDO:0002125
amphotericin B,CHEBI:2682,inclusion conjunctivitis,MONDO:0005808
unoprostone isopropyl,CHEBI:31731,open-angle glaucoma,MONDO:0005338
hydroxocobalamin,PUBCHEM.COMPOUND:184933,folic acid deficiency anemia,MONDO:0001860
cortisol,CHEBI:5783,hemorrhoid,MONDO:0004872
emedastine,CHEBI:4779,atopic conjunctivitis,MONDO:0005642
norfloxacin,CHEBI:100246,rhinoscleroma,MONDO:0005945
rabeprazole,CHEBI:8768,duodenal ulcer,MONDO:0005412
palovarotene,CHEBI:188559,fibrodysplasia ossificans progressiva,MONDO:0007606
midodrine,CHEBI:6933,orthostatic hypotension,MONDO:0005469
entrectinib,CHEBI:195558,Reactive oxygen species 1 positive non-small cell lung cancer,UMLS:C4302554
ferric citrate,PUBCHEM.COMPOUND:61300,hyperphosphatemia,MONDO:0000328
methylprednisolone,CHEBI:6888,Chronic small plaque psoriasis,UMLS:C0406317
torsemide,CHEBI:9637,hypertensive disorder,MONDO:0005044
cefdinir,CHEBI:3485,Haemophilus influenzae pneumonia,UMLS:C0276026
clarithromycin,CHEBI:3732,Mycoplasma pneumoniae pneumonia,MONDO:0005867
diltiazem,CHEBI:101278,atrial fibrillation,MONDO:0004981
rosuvastatin,CHEBI:38545,Familial hypercholesterolemia - heterozygous,UMLS:C0342882
propranolol,CHEBI:8499,hypertrophic cardiomyopathy,MONDO:0005045
ergocalciferol,CHEBI:28934,postmenopausal osteoporosis,MONDO:0008159
